Id,PurchaseAmount,NumItems,ShippingDistance,PaymentMethod,TransactionHour
340,8.32,2,61.8,0,15
605,212.34,3,807.0,2,0
1069,246.84,7,611.0,3,5
819,259.89,1,923.5,2,0
602,153.05,3,621.7,2,1
1430,118.38,1,932.4,2,23
745,310.34,5,527.2,3,5
216,19.68,1,91.6,0,11
1531,147.38,2,555.9,3,22
1349,213.31,5,906.2,3,22
1952,143.88,4,667.4,3,23
169,41.67,4,76.9,1,18
138,6.87,3,1.8,0,18
902,236.81,4,309.6,2,4
423,181.58,3,782.0,3,1
221,16.2,2,88.1,0,10
979,184.48,4,243.8,2,1
1704,179.33,2,804.7,3,22
1250,236.61,2,507.4,2,23
455,186.2,1,415.3,3,4
520,125.5,6,405.2,2,3
1346,178.75,2,618.2,2,23
1652,122.07,2,401.7,3,23
1604,167.37,2,520.5,2,22
356,10.75,2,82.1,0,18
1306,126.31,4,789.3,3,22
993,250.19,4,223.6,3,2
758,228.92,1,864.9,2,2
1161,166.93,5,940.2,3,4
1731,184.18,5,482.9,2,23
1854,227.75,5,838.8,3,23
195,0.89,4,67.3,0,16
1913,186.23,6,735.7,3,23
402,217.56,6,484.2,3,1
666,137.95,5,524.5,3,3
1749,247.04,2,485.4,2,22
1907,114.34,4,263.3,2,22
1318,228.95,1,912.9,3,22
1947,263.81,4,533.8,3,23
1720,160.72,4,600.4,3,22
732,271.5,2,483.2,2,5
792,139.35,5,290.8,3,2
1035,203.07,2,236.0,2,3
323,78.71,1,21.4,1,19
1565,231.91,5,485.3,2,23
1276,150.17,1,665.0,3,22
1232,249.12,4,774.7,2,22
1418,250.13,3,368.5,2,23
637,208.98,3,853.1,2,1
1094,267.07,3,306.3,3,2
674,115.4,5,749.5,3,4
998,167.82,3,693.4,3,3
1219,273.94,4,236.0,2,22
650,187.9,5,616.3,3,1
573,218.72,6,641.2,3,0
313,10.63,1,13.3,0,20
1137,207.86,1,601.8,2,1
326,15.67,1,19.4,1,9
901,243.11,1,797.7,2,3
613,260.03,4,630.7,3,2
856,198.55,3,533.8,2,0
984,240.04,3,978.2,3,1
1337,218.4,4,778.9,3,23
433,173.16,5,909.8,3,0
1527,238.74,5,730.8,3,23
956,103.71,6,587.2,3,2
1366,230.42,2,517.4,3,23
719,146.05,9,827.4,3,2
1636,226.58,3,703.9,3,22
260,9.31,1,27.3,0,9
1532,130.11,8,549.7,2,23
623,263.67,4,774.1,2,5
442,261.57,4,626.1,3,2
796,298.14,4,724.8,3,0
282,0.49,1,40.5,0,18
408,179.12,7,669.9,2,0
1212,87.43,1,768.0,2,23
443,205.29,6,691.3,2,5
635,224.75,4,611.4,2,1
1783,75.33,8,475.3,2,22
900,220.62,3,866.3,3,5
460,158.54,2,712.3,2,0
93,13.2,1,80.9,0,8
1435,185.59,10,286.4,2,23
1676,182.61,3,600.2,2,23
1732,142.04,1,531.5,2,23
575,186.67,4,389.9,2,1
978,79.65,3,386.1,2,0
1983,165.07,2,971.1,3,22
504,312.66,2,299.2,3,0
687,269.95,6,351.9,3,3
476,220.49,3,643.5,2,1
1555,261.17,6,856.7,3,22
932,155.3,5,297.0,3,3
558,250.21,3,261.0,2,5
659,269.23,3,539.3,3,5
1155,160.57,4,538.1,3,5
1912,286.52,2,279.5,2,22
563,277.21,3,476.6,2,3
610,198.7,4,458.8,3,4
198,40.97,1,45.4,0,15
1240,132.15,3,688.9,2,23
751,128.29,3,557.7,2,5
1113,245.21,3,222.6,2,2
18,5.79,1,96.5,0,13
1896,119.93,6,798.2,2,23
482,359.55,6,316.5,2,2
576,216.57,3,411.1,2,4
472,124.06,2,467.6,3,1
1465,229.95,4,796.8,3,23
1818,234.43,2,499.7,2,23
1706,247.66,5,551.3,2,23
1784,153.69,4,895.0,2,22
1282,204.77,7,542.5,3,22
764,182.34,4,300.9,3,1
1453,209.33,2,722.9,2,23
782,198.26,4,318.0,3,3
136,2.48,2,45.3,1,18
1522,228.5,7,782.2,3,23
636,226.54,2,458.9,3,0
1515,253.51,2,511.7,2,23
1690,285.7,5,751.6,3,23
461,193.63,4,563.8,2,0
1101,176.8,3,492.9,2,0
553,200.46,4,449.7,2,1
1877,151.15,3,945.2,3,23
1884,165.16,3,563.6,3,22
1090,266.87,4,473.0,2,3
1921,211.39,2,395.2,2,22
1231,253.67,2,261.9,2,22
9,19.67,2,96.2,1,17
78,5.19,1,41.3,1,12
1518,248.51,4,748.1,3,23
59,62.49,1,52.0,0,8
960,218.05,4,712.8,2,3
763,178.17,8,913.3,3,2
885,205.06,5,330.0,2,5
1497,244.83,3,789.8,2,23
425,274.81,6,879.3,3,0
1402,137.39,3,551.2,3,23
481,249.58,6,380.0,3,5
497,158.66,5,839.4,2,1
1656,177.61,6,327.8,3,22
1966,100.41,1,355.1,3,23
1344,256.45,2,466.8,2,23
1389,116.73,11,799.5,3,23
413,242.65,5,473.7,2,1
1166,178.1,6,655.2,2,1
89,10.91,1,1.1,0,10
999,196.52,6,745.3,3,4
1672,137.28,5,532.8,2,22
820,222.59,3,662.5,3,2
1837,269.34,2,596.9,3,23
324,6.63,2,85.6,1,14
767,98.81,2,816.3,2,0
322,19.67,2,5.1,0,9
61,33.2,3,0.4,1,21
1511,252.14,5,359.1,2,22
927,197.49,3,502.7,3,2
837,125.02,5,803.8,3,3
980,166.55,4,551.6,2,3
1410,197.94,3,506.2,2,22
1444,305.1,4,989.5,2,22
1793,127.02,2,768.9,3,22
1458,212.05,4,707.3,3,22
1326,136.08,2,850.4,3,22
1978,241.37,5,417.3,2,22
297,53.64,1,26.3,0,13
1340,244.42,5,857.4,2,22
272,13.5,1,73.6,1,19
47,19.79,2,33.3,1,20
1111,150.72,3,583.6,2,5
1134,154.86,3,267.0,3,0
361,24.94,2,34.9,0,16
1670,286.21,8,724.4,2,22
17,6.04,1,50.6,0,20
494,176.78,3,422.2,3,1
816,277.58,1,835.1,2,5
194,33.11,1,86.7,0,17
1957,154.12,3,268.3,2,23
1653,64.04,3,412.3,3,23
868,184.34,2,892.2,3,1
1867,182.23,5,409.2,2,22
1426,132.33,7,271.1,2,22
807,224.25,3,222.4,3,0
540,227.29,2,629.1,2,0
439,182.98,4,647.6,2,1
141,2.94,4,5.9,0,11
1223,135.59,6,690.6,2,23
890,286.3,7,228.1,3,4
468,260.8,5,753.7,3,0
1039,235.72,4,391.3,3,0
1112,238.82,2,823.0,2,1
266,7.22,3,5.3,0,16
263,149.0,4,62.5,1,16
1247,191.27,3,779.9,3,23
1017,232.86,4,797.9,3,0
756,164.9,6,865.8,3,1
1284,154.63,7,473.5,2,22
4,24.04,2,82.6,0,14
1379,211.4,7,383.5,3,22
1514,147.48,5,926.2,2,23
1640,282.43,4,241.6,3,23
474,179.55,5,372.1,3,0
662,112.74,6,686.6,3,5
140,23.81,1,68.9,0,20
1092,217.13,8,595.2,2,2
516,225.65,3,608.3,3,4
343,12.87,1,97.9,0,15
1081,211.9,5,518.3,3,3
1329,207.95,2,304.7,2,23
1770,230.04,6,493.8,3,22
941,295.18,4,462.3,3,2
52,52.52,2,3.6,1,8
1538,148.94,5,720.9,3,22
1490,181.21,2,286.5,3,23
531,188.65,6,211.7,3,4
1805,135.29,4,945.4,2,23
1330,171.76,4,509.8,3,22
1849,133.1,5,503.4,3,23
435,192.44,8,935.2,2,3
538,165.67,4,280.3,3,1
696,213.75,2,920.1,2,3
1382,163.18,3,773.1,3,23
1211,168.07,4,377.2,3,23
556,197.91,3,571.3,2,3
1154,196.48,5,926.7,2,4
951,124.91,2,388.7,2,0
360,13.59,3,29.3,1,12
1269,237.7,2,291.2,2,22
256,102.79,3,61.2,0,15
1807,178.54,4,429.4,2,22
391,2.74,2,37.0,1,16
721,140.44,2,693.1,2,4
1179,149.49,6,776.9,2,2
372,26.08,2,9.3,0,17
1999,291.07,3,692.4,3,23
1607,111.16,4,785.4,3,22
1954,190.26,6,600.9,3,22
159,35.75,2,67.6,1,11
1790,258.88,4,379.6,3,22
412,241.54,2,731.7,2,1
1004,149.35,4,794.7,3,1
1296,193.12,4,754.8,2,22
485,208.0,2,787.7,3,1
147,40.63,4,80.9,0,17
1742,197.47,3,723.9,2,22
1815,333.04,4,285.7,2,22
1419,221.54,4,944.0,2,22
827,190.29,4,645.2,2,1
1443,143.18,4,562.6,3,22
844,189.31,5,994.1,2,2
577,247.59,7,699.9,3,4
838,221.98,3,410.7,3,5
1992,184.35,5,485.5,3,22
1924,201.6,2,552.3,3,23
1705,229.19,3,977.1,2,22
589,114.88,1,738.1,3,1
291,16.85,2,13.4,1,11
1436,148.68,6,331.4,2,23
863,193.0,3,533.0,3,0
1655,237.47,2,299.8,2,22
214,46.56,2,83.3,1,17
1890,234.19,3,904.1,2,22
1383,218.81,5,625.5,2,23
1205,210.07,2,771.0,2,22
1885,95.64,2,917.9,2,23
381,12.13,2,73.5,0,11
100,12.62,1,48.1,0,9
1898,192.11,5,792.6,2,22
1160,232.99,6,945.2,2,2
1201,284.19,5,592.0,3,22
505,189.13,3,487.5,2,5
1584,128.46,2,402.1,3,22
597,320.04,3,573.4,3,2
1997,138.25,2,952.2,2,23
40,20.9,2,31.5,0,18
341,83.26,3,84.6,1,8
3,7.72,2,35.5,0,11
452,226.52,4,377.8,3,0
1848,252.89,2,671.9,3,22
1842,200.46,2,678.6,3,22
1093,171.93,3,977.1,2,2
1233,185.42,3,992.6,3,22
609,209.1,4,470.4,2,1
421,191.53,4,655.6,2,3
1278,187.09,3,621.3,3,22
847,304.52,6,513.7,2,2
1364,246.2,5,889.7,3,23
1434,140.56,4,914.8,2,23
112,13.12,2,86.1,0,21
225,75.18,3,75.5,1,16
943,236.38,3,741.6,2,1
1569,208.75,2,947.1,2,22
74,38.56,2,94.6,0,9
48,127.13,2,71.0,0,21
639,237.4,5,247.7,2,5
114,53.0,2,30.2,0,18
97,4.92,2,44.9,0,9
1762,294.07,3,277.5,2,22
1239,179.21,4,360.6,2,22
1594,238.37,3,467.2,2,23
1148,191.39,9,431.0,3,0
107,56.22,1,85.9,1,17
1620,155.34,3,997.3,2,23
1042,171.04,3,536.1,3,0
1767,220.83,2,348.9,3,22
1123,258.77,5,815.7,2,1
1347,256.42,5,362.9,3,22
1407,216.73,3,624.2,3,23
1390,226.71,8,764.3,3,22
1535,145.14,3,811.3,3,23
